name,wattage,efficiency,price,size,image,modularity,color
SeaSonic VERTEX GX-750,750,Efficiency Rating80+ Gold,320.79,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/f9433fd78ac01e53008243376cf1bd29.256p.jpg,ModularFull,ColorBlack / Silver
Thermaltake Toughpower GF3 TT Premium,1350,Efficiency Rating80+ Gold,320.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/b422e4dfe6da14ae8eff69a9dc7cbc9c.256p.jpg,ModularFull,ColorBlack
Silverstone SX-G,700,Efficiency Rating80+ Gold,321.13,TypeSFX,//cdna.pcpartpicker.com/static/forever/images/product/dae466078494c93df86edd455e9094e8.256p.jpg,ModularFull,ColorBlack
EVGA SuperNOVA 1300 G2,1300,Efficiency Rating80+ Gold,327.8,TypeATX,https://images-eu.ssl-images-amazon.com/images/I/51QPfd5tElL.jpg,ModularFull,Color
SHARKOON Rebel P30 Gold,850,Efficiency Rating80+ Gold,328.15,TypeATX,https://m.media-amazon.com/images/I/519j9CLlTqL.jpg,ModularFull,ColorBlack
SeaSonic FOCUS GX-1000 ATX 3.0,1000,Efficiency Rating80+ Gold,329.16,TypeATX,https://m.media-amazon.com/images/I/41VMMgjmT7L.jpg,ModularFull,ColorBlack
ASRock Phantom Gaming PG-1600G,1600,Efficiency Rating80+ Gold,329.98,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/932bda86c9b2195dcf3f96261c5dc132.256p.jpg,ModularFull,ColorBlack
Corsair HX1000i (2023),1000,Efficiency Rating80+ Platinum,329.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/c6c707c9177df677d1b642efe8a9fb2d.256p.jpg,ModularFull,ColorBlack
Asus ROG THOR P2 Gaming,850,Efficiency Rating80+ Platinum,329.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/85403bbe5ccb27af16a079b02ca84ae5.256p.jpg,ModularFull,ColorBlack / Silver
"FSP Group Hydro PTM PRO,Gen5",1350,Efficiency Rating80+ Platinum,329.99,TypeATX,/static/forever/img/no-image.png,ModularFull,ColorBlack
Montech CENTURY G5,750,Efficiency Rating80+ Gold,332.43,TypeATX,https://m.media-amazon.com/images/I/41F78ZvfwSL.jpg,ModularFull,ColorBlack
Corsair HX750 Platinum,750,Efficiency Rating80+ Platinum,335.7,TypeATX,https://m.media-amazon.com/images/I/51Q4YH4Qx4L.jpg,ModularFull,Color
Corsair RM1200x SHIFT,1200,Efficiency Rating80+ Gold,339.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/b2a2e1bba61ace8fdb63cfb7e7874572.256p.jpg,ModularFull / Side,ColorWhite
be quiet! Straight Power 12,1500,Efficiency Rating80+ Platinum,347.98,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/5ea07fd9ba33bd3b161eca63f6e4ca96.256p.jpg,ModularFull,ColorBlack
be quiet! Straight Power 12,1000,Efficiency Rating80+ Platinum,349.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/de1f624ef78338c0ed4b1a8813561144.256p.jpg,ModularFull,ColorBlack
MSI MPG A1250GS PCIE5,1250,Efficiency Rating80+ Gold,349.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/65c254c7725d6d542a3dc8acf2148699.256p.jpg,ModularFull,ColorBlack
Silverstone SX700-PT,700,Efficiency Rating80+ Platinum,350.06,TypeSFX,https://m.media-amazon.com/images/I/41J1oMG4sWL.jpg,ModularFull,ColorBlack
Cougar GEX,750,Efficiency Rating80+ Gold,350.84,TypeATX,https://m.media-amazon.com/images/I/41O6+bfyrgL.jpg,ModularFull,ColorBlack
SeaSonic FOCUS GX-850 ATX 3.0,850,Efficiency Rating80+ Gold,351.65,TypeATX,https://m.media-amazon.com/images/I/41VMMgjmT7L.jpg,ModularFull,ColorBlack
SHARKOON SilentStorm,500,Efficiency Rating80+ Gold,351.88,TypeSFX,https://m.media-amazon.com/images/I/51wdz5LHGpL.jpg,ModularFull,ColorBlack
Cougar POLAR X2,1050,Efficiency Rating80+ Platinum,352.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/d47f573307e59ca4ac7ab21e2fcd4150.256p.jpg,ModularFull,ColorWhite / Gray
Silverstone SX1000R-PL,1000,Efficiency Rating80+ Platinum,354.59,TypeSFX,https://m.media-amazon.com/images/I/41DZJKtU9NL.jpg,ModularFull,ColorBlack / White
Corsair RM750i,750,Efficiency Rating80+ Gold,355.9,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/5942dc5054650341ae8fc07633badb2c.256p.jpg,ModularFull,Color
FSP Group FSP500-50FSPT,500,Efficiency Rating80+ Platinum,357.6,TypeFlex ATX,//cdna.pcpartpicker.com/static/forever/images/product/591ae053cea39e33e3c890e4beedd590.256p.jpg,ModularNo,ColorSilver
SeaSonic FOCUS GX-750 ATX 3.0,750,Efficiency Rating80+ Gold,358.4,TypeATX,https://m.media-amazon.com/images/I/41zLhprxqXL.jpg,ModularFull,ColorBlack
EVGA SuperNOVA 1000 G6,1000,Efficiency Rating80+ Gold,359.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/fc764228aa234156a7ad64073b72b702.256p.jpg,ModularFull,ColorBlack
Silverstone SFX,700,Efficiency Rating80+ Platinum,360.72,TypeSFX,https://m.media-amazon.com/images/I/51QPBD0tdhL.jpg,ModularFull,ColorBlack
SeaSonic FOCUS SGX (2021),750,Efficiency Rating80+ Gold,363.0,TypeSFX,//cdna.pcpartpicker.com/static/forever/images/product/f3bbf99017d293621fbcfb7419d688f8.256p.jpg,ModularFull,ColorBlack
Thermaltake Toughpower PF3-L,1200,Efficiency Rating80+ Platinum,365.98,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/fc752c728b62e7c94c08234fff28df6a.256p.jpg,ModularFull,ColorBlack
EVGA SuperNOVA 1300 G+,1300,Efficiency Rating80+ Gold,369.98,TypeATX,https://m.media-amazon.com/images/I/41y3Vu+6WNL.jpg,ModularFull,ColorBlack
EVGA SuperNOVA 1600 G+,1600,Efficiency Rating80+ Gold,374.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/060217c42c4cf4740c62d9503fb5cd0a.256p.jpg,ModularFull,ColorBlack
Cougar POLAR X2,1200,Efficiency Rating80+ Platinum,376.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/96d163e7f99690830531cf6e4affd14f.256p.jpg,ModularFull,ColorWhite / Gray
Gigabyte AORUS ELITE P1000 ICE,1000,Efficiency Rating80+ Platinum,382.18,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/a37d72acd789e98c8270a9da18d38a9f.256p.jpg,ModularFull,ColorWhite
Silverstone TX700-G,700,Efficiency Rating80+ Gold,384.36,TypeTFX,//cdna.pcpartpicker.com/static/forever/images/product/7e9ddc1020c497683a9264ffe821dc2d.256p.jpg,ModularNo,ColorBlack
Chieftec Polaris 3.0,850,Efficiency Rating80+ Gold,385.16,TypeATX,https://m.media-amazon.com/images/I/51LLmTVvThL.jpg,ModularFull,ColorBlack
Corsair RM850x,850,Efficiency Rating80+ Gold,387.29,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/429bb130468e125f4f20d1f7e2f2600e.256p.jpg,ModularFull,Color
ADATA XPG CORE Reactor 650,650,Efficiency Rating80+ Gold,388.63,TypeATX,https://m.media-amazon.com/images/I/51UGM2bzZ6L.jpg,ModularFull,ColorBlack
Thermaltake TOUGHPOWER PF1 ARGB,850,Efficiency Rating80+ Platinum,393.24,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/dc91748f4169da016ec706f516f92b1a.256p.jpg,ModularFull,Color
Corsair HX850 Platinum,850,Efficiency Rating80+ Platinum,395.36,TypeATX,https://m.media-amazon.com/images/I/51s30iFwevL.jpg,ModularFull,Color
Thermaltake Toughpower GF3 TT Premium,1650,Efficiency Rating80+ Gold,397.7,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/b61e2d3e03344a41e574c2b58322d8e0.256p.jpg,ModularFull,ColorBlack
Cooler Master V Platinum V2,1600,Efficiency Rating80+ Platinum,399.99,TypeATX,https://m.media-amazon.com/images/I/41BOi6CqeqL.jpg,ModularFull,ColorBlack / Purple
EVGA SuperNOVA 1000 P6,1000,Efficiency Rating80+ Platinum,399.99,TypeATX,https://m.media-amazon.com/images/I/518-VEgd-IL.jpg,ModularFull,ColorBlack / Silver
Montech TITAN PLA,1000,Efficiency Rating80+ Platinum,404.5,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/82e5b78b3a3350f267109a937680844e.256p.jpg,ModularFull,ColorWhite
SeaSonic PRIME 1300 Gold,1300,Efficiency Rating80+ Gold,407.98,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/0507a17b19d2080a2a8ce1119a204254.256p.jpg,ModularFull,ColorBlack
Silverstone Strider Platinum S,1000,Efficiency Rating80+ Platinum,408.04,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/9b4784f0c87eaeaa10bc83491aa52422.256p.jpg,ModularFull,ColorBlack
NZXT C (2019),850,Efficiency Rating80+ Gold,409.91,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/cd4625cbc62ddc42dd7818032da24d6f.256p.jpg,ModularFull,ColorBlack
